CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	1
1	10	1	A	1
2	15	1	A	1
3	7	1	B	-1
4	13	2	A	-1
5	11	2	B	1
6	3	3	A	1
7	6	3	A	1
8	0	4	A	1
9	7	4	A	1
10	5	5	A	2
11	9	5	A	-1
12	19	5	A	-1
13	5	7	A	1
14	16	7	A	-1
15	6	10	A	2
16	3	11	A	1
17	6	12	A	1
18	11	12	A	-1
19	12	12	A	-1
20	11	13	A	-1
21	1	13	B	1
22	6	13	B	1
23	2	14	A	2
24	14	14	A	-1
25	3	15	A	1
26	10	15	A	2
27	11	15	A	-1
28	15	15	A	1
29	0	15	B	1
30	13	15	B	-1
31	5	17	A	1
32	7	17	A	1
33	17	17	A	-1
34	0	18	A	1
35	0	20	A	1
36	2	20	A	1
37	5	20	A	1
38	14	20	A	-1
39	16	20	A	-1
