CNA_index	seg_index	subclone_ID	phase	change
0	14	1	A	2
1	18	1	A	1
2	8	1	B	1
3	1	2	A	1
4	5	2	A	1
5	11	2	A	1
6	16	2	A	-1
7	17	2	A	1
8	4	3	B	1
9	11	3	B	1
10	19	4	A	1
11	19	4	B	1
12	1	5	A	1
13	11	5	A	1
14	5	7	A	2
15	18	7	A	2
16	0	8	A	1
17	2	8	A	1
18	5	8	A	1
19	9	8	A	-1
20	13	8	A	1
21	15	8	A	1
22	5	10	A	3
23	7	10	A	1
24	0	10	B	1
25	5	11	A	2
26	12	11	A	1
27	13	11	A	1
28	18	11	A	1
29	19	12	A	1
30	15	15	B	1
31	5	17	A	1
32	14	18	A	1
33	15	18	A	1
34	1	18	B	1
35	5	19	B	2
36	15	19	B	1
37	5	20	A	2
38	1	20	B	1
39	9	20	B	1
