SSM_index	seg_index	subclone_ID
0	0	1
1	0	1
2	1	1
3	1	1
4	4	1
5	4	1
6	5	1
7	8	1
8	8	1
9	3	1
10	7	1
11	8	1
12	9	1
13	1	2
14	4	2
15	4	2
16	4	2
17	9	2
18	5	2
19	8	2
20	2	3
21	1	4
22	3	4
23	3	4
24	3	4
25	4	4
26	4	4
27	4	4
28	6	4
29	6	4
30	8	4
31	8	4
32	9	4
33	9	4
34	9	4
35	2	4
36	3	4
37	3	4
38	4	4
39	4	4
40	5	4
41	5	4
42	5	4
43	5	4
44	6	4
45	6	4
46	6	4
47	6	4
48	9	4
49	0	5
50	1	5
51	4	5
52	6	5
53	6	5
54	8	5
55	3	5
56	3	5
57	5	5
58	6	5
59	6	5
60	6	5
61	8	5
62	3	6
63	6	6
64	3	6
65	4	6
66	3	7
67	3	7
68	3	7
69	3	7
70	4	7
71	4	7
72	6	7
73	6	7
74	6	7
75	6	7
76	9	7
77	9	7
78	3	7
79	4	7
80	4	7
81	4	7
82	4	7
83	5	7
84	5	7
85	6	7
86	6	7
87	6	7
88	6	7
89	6	7
90	7	7
91	9	7
92	0	8
93	3	8
94	5	8
95	5	8
96	8	8
97	3	8
98	4	8
99	6	8
100	6	8
101	8	8
102	8	8
103	2	9
104	3	9
105	4	9
106	4	9
107	4	9
108	8	9
109	9	9
110	8	9
111	9	9
112	1	10
113	4	10
114	8	10
115	8	10
116	8	11
117	5	11
118	1	12
119	1	12
120	3	12
121	3	12
122	3	12
123	4	12
124	4	12
125	4	12
126	6	12
127	6	12
128	3	12
129	4	12
130	5	12
131	9	12
132	4	13
133	6	13
134	8	13
135	9	13
136	9	13
137	3	13
138	5	13
139	6	13
140	3	14
141	6	14
142	5	14
143	9	14
144	1	15
145	1	15
146	2	15
147	4	15
148	4	15
149	6	15
150	6	15
151	6	15
152	8	15
153	9	15
154	3	15
155	3	15
156	5	15
157	5	15
158	6	15
159	6	15
160	9	15
161	9	15
162	1	16
163	2	16
164	6	16
165	6	16
166	2	16
167	2	16
168	6	16
169	2	17
170	2	17
171	6	17
172	6	17
173	6	17
174	8	17
175	9	17
176	9	17
177	3	17
178	3	17
179	5	17
180	5	17
181	6	17
182	6	17
183	9	17
184	9	17
185	1	18
186	6	18
187	8	18
188	9	18
189	3	18
190	5	18
191	5	18
192	5	18
193	6	18
194	6	18
195	6	18
196	6	19
197	6	19
198	6	20
199	6	20
