CNA_index	seg_index	subclone_ID	phase	change
0	8	1	A	-1
1	12	1	A	-1
2	3	1	B	-1
3	9	2	A	1
4	18	2	B	1
5	6	3	A	-1
6	14	3	A	1
7	17	3	B	-1
8	0	4	B	-1
9	5	4	B	-1
10	4	5	B	-1
11	11	5	B	1
12	0	7	A	-1
13	19	7	B	1
14	7	8	A	-1
15	9	8	B	1
16	9	9	B	1
17	10	9	B	-1
18	10	11	A	-1
19	13	11	A	2
20	17	11	A	1
21	8	11	B	1
22	0	12	A	-1
23	19	12	A	1
24	12	12	B	1
25	5	13	A	1
26	19	14	B	3
27	7	17	A	-1
28	18	17	B	1
29	14	18	A	2
30	17	18	A	1
31	11	18	B	1
32	5	19	A	2
33	0	19	B	-1
34	7	19	B	-1
35	11	19	B	1
36	18	19	B	1
37	8	20	B	2
38	10	20	B	-1
39	13	20	B	-1
