CNA_index	seg_index	subclone_ID	phase	change
0	10	1	A	1
1	5	1	B	1
2	9	1	B	1
3	0	2	A	-1
4	11	2	B	-1
5	4	4	B	1
6	10	4	B	-1
7	11	4	B	-1
8	17	4	B	1
9	2	5	B	5
10	1	6	A	1
11	0	7	A	-1
12	5	7	A	-1
13	6	8	A	1
14	16	8	A	1
15	5	8	B	1
16	15	8	B	1
17	2	9	A	1
18	8	10	A	-1
19	12	12	A	1
20	16	12	B	1
21	16	13	A	1
22	4	13	B	1
23	16	13	B	1
24	10	14	A	1
25	16	14	A	1
26	18	14	A	-1
27	1	14	B	-1
28	7	14	B	2
29	18	14	B	-1
30	10	15	A	2
31	5	16	A	-1
32	19	16	A	-1
33	3	16	B	-1
34	5	16	B	1
35	15	16	B	1
36	15	17	B	1
37	0	19	A	-1
38	10	19	B	-1
39	12	19	B	1
