SSM_index	CNA_index
0	10
0	24
0	37
1	14
1	21
2	13
2	23
3	2
3	32
4	2
4	32
5	29
6	16
9	3
9	11
9	25
9	28
10	12
10	17
10	20
10	26
11	8
11	35
11	39
14	16
15	16
16	16
17	9
17	36
18	11
19	14
20	8
23	11
26	16
27	12
27	17
34	16
39	17
40	14
41	14
42	15
42	18
43	15
43	18
44	15
44	18
51	16
75	24
75	37
76	25
76	28
77	20
77	26
78	26
81	34
82	35
82	39
83	35
83	39
84	35
84	39
85	32
86	32
87	32
88	29
89	29
90	29
91	29
103	36
104	36
105	36
106	36
107	35
108	32
112	36
113	27
114	28
115	35
116	35
117	32
118	32
121	36
124	35
125	32
127	33
128	33
141	36
149	34
173	38
