SSM_index	seg_index	subclone_ID
0	1	1
1	2	1
2	3	1
3	9	1
4	11	1
5	11	1
6	16	1
7	17	1
8	17	1
9	19	1
10	19	1
11	21	1
12	21	1
13	23	1
14	24	1
15	29	1
16	29	1
17	30	1
18	30	1
19	32	1
20	37	1
21	37	1
22	3	1
23	3	1
24	5	1
25	9	1
26	23	1
27	24	1
28	28	1
29	34	1
30	36	1
31	4	2
32	11	2
33	14	2
34	27	2
35	35	2
36	39	2
37	2	2
38	17	2
39	17	2
40	19	2
41	23	2
42	27	2
43	7	3
44	9	3
45	6	4
46	22	4
47	22	4
48	29	4
49	35	4
50	35	4
51	9	4
52	14	4
53	1	5
54	12	5
55	9	6
56	17	6
57	31	6
58	39	6
59	3	6
60	7	6
61	3	7
62	7	7
63	3	7
64	21	8
65	9	9
66	31	9
67	34	9
68	22	9
69	35	9
70	7	10
71	16	10
72	24	10
73	25	10
74	27	10
75	30	10
76	34	10
77	3	10
78	9	10
79	10	10
80	9	11
81	28	11
82	32	11
83	34	11
84	5	11
85	9	11
86	22	11
87	36	11
88	9	12
89	9	12
90	15	12
91	23	12
92	27	12
93	31	12
94	36	12
95	19	12
96	31	12
97	31	12
98	39	12
99	18	13
100	0	14
101	1	14
102	3	14
103	4	14
104	12	14
105	12	14
106	15	14
107	17	14
108	17	14
109	22	14
110	27	14
111	29	14
112	29	14
113	32	14
114	33	14
115	33	14
116	39	14
117	39	14
118	9	14
119	10	14
120	14	14
121	16	14
122	25	14
123	25	14
124	27	14
125	29	14
126	37	14
127	5	15
128	9	15
129	9	15
130	15	15
131	23	15
132	39	15
133	4	15
134	2	16
135	22	16
136	34	16
137	37	16
138	22	16
139	27	16
140	30	16
141	9	17
142	13	17
143	15	17
144	17	17
145	17	17
146	17	17
147	19	17
148	22	17
149	22	17
150	24	17
151	26	17
152	26	17
153	32	17
154	32	17
155	33	17
156	39	17
157	4	17
158	7	17
159	9	17
160	13	17
161	28	17
162	4	18
163	4	18
164	21	18
165	24	18
166	27	18
167	27	18
168	10	18
169	15	18
170	9	19
171	14	19
172	17	19
173	19	19
174	22	19
175	34	19
176	23	19
177	1	20
178	1	20
179	1	20
180	3	20
181	4	20
182	5	20
183	17	20
184	23	20
185	23	20
186	24	20
187	27	20
188	28	20
189	29	20
190	34	20
191	35	20
192	39	20
193	39	20
194	0	20
195	1	20
196	7	20
197	11	20
198	15	20
199	15	20
