CNA_index	seg_index	subclone_ID	phase	change
0	10	1	B	-1
1	14	2	A	-1
2	1	3	A	-1
3	4	3	A	-1
4	15	3	A	1
5	16	3	A	1
6	0	3	B	-1
7	9	3	B	-1
8	12	3	B	-1
9	17	3	B	1
10	4	4	B	-1
11	1	5	B	-1
12	3	5	B	-1
13	3	6	A	1
14	19	7	B	-1
15	1	8	A	-1
16	0	8	B	-1
17	12	9	A	-1
18	16	9	A	2
19	17	9	B	2
20	0	11	B	-1
21	16	12	A	1
22	5	13	A	-1
23	13	13	A	1
24	6	13	B	2
25	14	13	B	-1
26	1	14	A	-1
27	15	14	A	2
28	3	14	B	-1
29	15	14	B	-1
30	11	15	A	-1
31	6	16	A	-1
32	16	16	A	3
33	19	16	A	-1
34	5	17	B	-1
35	9	17	B	-1
36	19	17	B	-1
37	2	18	A	1
38	13	19	B	-1
39	12	20	B	-1
