SSM_index	seg_index	subclone_ID
0	2	1
1	2	1
2	4	1
3	6	1
4	6	1
5	8	1
6	9	1
7	0	1
8	2	1
9	2	1
10	3	1
11	7	1
12	8	1
13	1	2
14	6	2
15	8	2
16	2	2
17	3	2
18	6	2
19	6	2
20	8	2
21	9	2
22	0	3
23	0	3
24	2	3
25	2	3
26	2	3
27	2	3
28	3	3
29	4	3
30	5	3
31	6	3
32	8	3
33	0	3
34	1	3
35	2	3
36	2	3
37	3	3
38	4	3
39	5	3
40	6	3
41	6	3
42	6	3
43	7	3
44	8	3
45	8	3
46	9	3
47	9	3
48	0	4
49	1	4
50	1	4
51	1	4
52	3	4
53	3	4
54	4	4
55	6	4
56	7	4
57	7	4
58	7	4
59	8	4
60	8	4
61	8	4
62	8	4
63	9	4
64	0	4
65	0	4
66	0	4
67	1	4
68	1	4
69	2	4
70	2	4
71	2	4
72	3	4
73	3	4
74	5	4
75	6	4
76	7	4
77	7	4
78	7	4
79	7	4
80	8	5
81	1	6
82	4	6
83	4	6
84	8	6
85	1	6
86	3	6
87	6	6
88	0	7
89	1	7
90	5	7
91	8	7
92	1	7
93	2	7
94	6	7
95	7	7
96	8	7
97	3	8
98	8	8
99	3	9
100	3	9
101	1	9
102	5	9
103	5	9
104	8	9
105	8	9
106	0	10
107	4	10
108	7	10
109	7	10
110	8	10
111	8	10
112	9	10
113	0	10
114	2	10
115	3	10
116	5	10
117	7	10
118	8	10
119	8	10
120	5	11
121	1	12
122	2	12
123	1	12
124	1	13
125	2	13
126	4	13
127	5	13
128	5	13
129	6	13
130	8	13
131	8	13
132	8	13
133	0	13
134	1	13
135	2	13
136	5	13
137	7	13
138	8	13
139	8	13
140	8	13
141	6	14
142	3	14
143	7	14
144	8	14
145	8	14
146	8	14
147	1	15
148	2	15
149	2	15
150	6	15
151	6	15
152	8	15
153	8	15
154	8	15
155	8	15
156	0	15
157	0	15
158	3	15
159	4	15
160	4	15
161	8	15
162	8	15
163	8	15
164	2	16
165	4	16
166	4	16
167	6	16
168	8	16
169	2	16
170	2	16
171	1	17
172	6	17
173	9	17
174	1	17
175	4	17
176	8	17
177	3	18
178	6	18
179	8	18
180	8	18
181	8	18
182	0	18
183	1	18
184	2	18
185	2	18
186	5	18
187	8	18
188	8	18
189	9	18
190	2	19
191	8	19
192	0	19
193	1	19
194	2	19
195	5	19
196	8	19
197	1	20
198	1	20
199	4	20
