CNA_index	seg_index	subclone_ID	phase	change
0	25	1	A	1
1	31	2	A	1
2	16	3	B	1
3	31	4	A	1
4	1	4	B	-1
5	2	4	B	-1
6	15	4	B	1
7	26	5	A	1
8	11	5	B	-1
9	35	7	B	1
10	20	8	A	2
11	33	8	A	1
12	34	8	B	-1
13	25	10	A	1
14	31	10	A	1
15	4	10	B	1
16	24	10	B	2
17	32	10	B	1
18	35	10	B	1
19	4	12	A	1
20	7	12	A	-1
21	13	12	A	-1
22	8	12	B	1
23	29	12	B	1
24	12	13	A	1
25	21	13	A	1
26	29	13	A	1
27	31	13	A	1
28	6	13	B	2
29	16	13	B	1
30	15	14	B	3
31	8	15	A	-1
32	36	15	A	-1
33	2	17	B	-1
34	22	17	B	-1
35	33	17	B	-1
36	36	17	B	1
37	14	18	A	-1
38	23	18	B	-1
39	35	20	A	-1
