CNA_index	seg_index	subclone_ID	phase	change
0	4	1	A	3
1	19	1	A	2
2	13	1	B	1
3	3	2	B	3
4	3	3	A	-1
5	16	3	A	-1
6	5	3	B	2
7	0	4	A	-1
8	6	4	A	-1
9	8	4	A	1
10	5	4	B	1
11	6	4	B	1
12	9	4	B	2
13	10	5	A	-1
14	12	5	A	-1
15	16	5	A	-1
16	2	7	A	-1
17	9	7	A	-1
18	15	8	A	1
19	2	8	B	3
20	3	8	B	1
21	3	10	A	-1
22	15	10	B	-1
23	18	10	B	2
24	3	14	A	-1
25	18	14	A	1
26	2	14	B	1
27	1	15	A	1
28	2	15	A	-1
29	16	15	B	1
30	10	16	B	-1
31	16	16	B	1
32	15	17	A	1
33	18	17	B	1
34	2	19	B	2
35	5	20	A	-1
36	8	20	A	1
37	12	20	B	-1
38	16	20	B	1
39	19	20	B	-1
