SSM_index	CNA_index
0	8
1	12
1	17
3	18
3	28
3	37
4	29
4	34
5	8
6	8
7	25
8	25
9	25
10	31
11	12
11	17
12	12
12	17
13	12
13	17
15	18
15	28
15	37
16	8
17	25
18	25
19	9
19	19
19	21
20	30
21	12
21	17
22	12
22	17
23	12
23	17
24	12
24	17
26	27
27	26
28	25
29	30
30	11
32	12
32	17
33	12
33	17
34	27
35	27
36	27
37	26
38	18
38	28
39	18
39	28
40	29
42	25
43	16
44	10
44	22
44	33
45	24
46	12
46	17
48	27
49	27
50	26
51	26
52	26
53	18
53	28
55	13
55	15
55	20
55	32
56	30
58	24
59	17
60	18
60	28
63	25
64	30
68	26
69	28
70	28
72	25
73	25
74	25
75	20
75	32
76	21
77	30
78	30
79	31
82	27
83	21
84	23
89	17
90	17
91	17
92	17
93	17
94	17
96	17
117	27
118	27
119	27
120	28
121	28
122	28
125	28
127	25
128	32
131	27
132	28
133	25
135	27
136	30
137	31
138	31
146	27
147	27
148	27
149	28
150	28
151	28
152	28
153	28
154	28
155	29
158	32
160	30
165	32
166	33
173	36
174	36
