SSM_index	seg_index	subclone_ID
0	0	1
1	4	1
2	4	1
3	3	1
4	4	1
5	5	1
6	9	1
7	1	2
8	7	2
9	9	2
10	1	2
11	2	2
12	2	2
13	4	2
14	4	2
15	5	2
16	6	2
17	8	2
18	1	3
19	3	4
20	2	5
21	4	5
22	5	5
23	7	5
24	7	5
25	8	5
26	9	5
27	1	5
28	2	5
29	2	5
30	3	5
31	4	5
32	4	5
33	4	5
34	5	5
35	5	5
36	5	5
37	8	5
38	2	6
39	2	6
40	2	6
41	4	6
42	5	6
43	8	6
44	1	6
45	1	6
46	2	6
47	3	6
48	3	6
49	3	6
50	4	6
51	6	6
52	7	6
53	8	6
54	4	7
55	5	7
56	6	7
57	0	8
58	3	8
59	3	8
60	3	8
61	3	8
62	4	8
63	4	8
64	5	8
65	6	8
66	7	8
67	9	8
68	0	8
69	1	8
70	2	8
71	2	8
72	2	8
73	3	8
74	7	8
75	7	8
76	3	9
77	4	9
78	5	9
79	6	9
80	1	9
81	4	9
82	4	9
83	7	9
84	8	9
85	2	10
86	3	10
87	3	10
88	4	10
89	6	10
90	0	10
91	0	10
92	1	10
93	2	10
94	3	10
95	6	10
96	8	10
97	2	11
98	3	11
99	4	11
100	6	11
101	9	11
102	1	11
103	1	11
104	2	11
105	2	11
106	4	11
107	4	11
108	5	11
109	5	11
110	7	11
111	1	12
112	3	12
113	3	12
114	3	12
115	8	12
116	8	12
117	9	12
118	2	13
119	3	13
120	9	13
121	0	14
122	1	14
123	2	14
124	3	14
125	3	14
126	5	14
127	5	14
128	5	14
129	6	14
130	7	14
131	8	14
132	1	14
133	2	14
134	2	14
135	2	14
136	2	14
137	3	14
138	3	14
139	3	14
140	4	14
141	5	14
142	6	14
143	6	14
144	7	14
145	8	14
146	8	14
147	9	14
148	9	14
149	2	15
150	3	15
151	1	16
152	3	16
153	3	16
154	3	16
155	6	16
156	7	16
157	1	16
158	1	16
159	3	16
160	3	16
161	3	16
162	3	16
163	4	16
164	4	16
165	4	16
166	5	16
167	6	16
168	1	17
169	2	17
170	3	17
171	8	17
172	9	17
173	1	17
174	2	17
175	2	17
176	3	17
177	3	17
178	3	17
179	4	17
180	4	17
181	6	17
182	6	17
183	7	17
184	7	17
185	8	17
186	8	17
187	9	17
188	4	18
189	0	18
190	1	18
191	3	18
192	4	18
193	4	18
194	5	18
195	2	19
196	2	19
197	0	20
198	0	20
199	1	20
