SSM_index	CNA_index
0	24
0	35
1	24
1	35
2	3
2	12
2	17
2	27
3	0
3	4
3	23
3	33
5	29
6	29
7	36
8	14
10	20
11	6
12	16
13	7
13	25
14	7
14	25
15	7
15	25
26	9
27	5
27	19
28	11
28	21
29	11
29	21
30	6
31	12
31	17
31	27
32	12
32	17
32	27
33	12
33	17
33	27
34	10
34	13
34	18
34	22
42	9
43	9
45	20
46	8
46	15
46	26
47	12
47	17
47	27
48	10
48	13
48	18
48	22
49	10
49	13
49	18
49	22
52	23
60	9
61	9
63	26
68	19
69	20
70	11
70	21
71	11
71	21
72	26
73	24
74	25
75	25
76	27
77	22
92	25
93	25
94	25
95	25
98	23
108	17
114	27
129	35
131	33
132	39
139	29
140	29
141	29
142	36
144	38
147	35
152	33
155	29
156	29
157	36
158	36
159	37
160	38
165	33
166	39
171	36
172	37
173	37
174	37
179	35
184	36
185	36
186	37
187	37
188	37
191	37
197	37
