SSM_index	CNA_index
0	5
0	14
0	15
1	5
1	14
1	15
2	5
2	14
2	15
3	5
3	14
3	15
4	10
6	1
6	8
6	13
6	19
7	9
7	11
7	16
8	9
8	11
8	16
9	9
9	11
9	16
10	9
10	11
10	16
11	9
11	11
11	16
12	3
13	3
14	3
15	3
19	18
20	18
25	4
26	4
27	5
27	14
27	15
28	5
28	14
28	15
29	10
33	9
33	11
33	16
34	3
40	4
41	4
42	4
43	4
47	13
61	4
70	4
86	5
86	14
86	15
87	5
87	14
87	15
88	5
88	14
88	15
90	9
90	11
90	16
91	9
91	11
91	16
101	7
103	10
104	9
104	11
104	16
106	12
109	12
110	17
115	14
115	15
116	9
116	11
116	16
120	12
123	17
126	14
126	15
127	14
127	15
139	17
141	14
141	15
142	14
142	15
146	16
147	16
158	18
188	19
193	19
