CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	1
1	18	1	A	-1
2	21	1	B	-1
3	1	2	A	-1
4	19	2	A	-1
5	20	2	A	1
6	10	2	B	-1
7	11	2	B	-1
8	30	2	B	2
9	2	5	A	-1
10	3	5	A	-1
11	21	5	A	1
12	17	5	B	-1
13	22	6	A	-1
14	27	6	A	-1
15	1	6	B	1
16	22	6	B	-1
17	9	8	A	2
18	36	8	A	-1
19	7	9	A	-1
20	27	11	A	-1
21	1	11	B	1
22	15	11	B	-1
23	23	11	B	-1
24	29	11	B	-1
25	0	12	A	-1
26	3	12	B	-1
27	36	12	B	-1
28	13	14	A	-1
29	12	16	A	-1
30	17	16	B	-1
31	26	16	B	-1
32	32	17	A	-1
33	14	18	A	1
34	20	18	A	1
35	8	18	B	1
36	23	19	A	-1
37	29	19	A	-1
38	36	19	A	-1
39	7	19	B	-1
