CNA_index	seg_index	subclone_ID	phase	change
0	7	1	B	1
1	11	1	B	-1
2	8	2	B	1
3	10	2	B	1
4	0	3	A	-1
5	12	3	A	-1
6	13	3	A	-1
7	6	3	B	-1
8	7	3	B	1
9	12	3	B	1
10	14	3	B	2
11	6	5	B	-1
12	9	5	B	-1
13	15	5	B	2
14	14	6	A	-1
15	13	6	B	1
16	8	8	A	-1
17	12	8	A	-1
18	14	8	B	2
19	17	9	A	-1
20	3	9	B	1
21	16	9	B	1
22	5	10	B	1
23	17	10	B	1
24	6	11	A	-1
25	16	11	A	1
26	14	11	B	1
27	19	11	B	-1
28	6	12	B	-1
29	7	13	A	-1
30	9	13	B	-1
31	12	13	B	1
32	0	14	A	-1
33	18	15	A	1
34	16	15	B	2
35	2	17	B	1
36	0	19	B	1
37	9	20	B	-1
38	14	20	B	1
39	17	20	B	2
