SSM_index	CNA_index
24	11
25	6
26	12
29	10
34	5
34	9
35	6
36	6
37	12
38	12
39	12
40	8
41	8
42	13
43	13
44	13
46	7
47	7
48	7
62	10
63	14
71	11
72	11
73	5
73	9
75	12
76	12
77	12
78	12
79	8
80	8
81	8
82	8
83	13
84	13
85	13
97	10
98	10
99	10
100	10
102	14
103	14
107	12
120	10
126	11
127	11
137	20
138	20
139	25
139	31
139	36
140	22
142	37
143	28
143	34
144	21
144	32
145	22
146	30
147	30
148	19
149	30
155	27
156	27
157	28
157	34
158	23
158	38
159	24
159	29
161	33
162	33
163	27
164	28
164	34
165	39
168	32
169	32
173	35
174	38
176	38
177	39
180	36
181	38
182	38
