CNA_index	seg_index	subclone_ID	phase	change
0	0	2	A	-1
1	6	4	B	1
2	2	5	A	-1
3	0	6	B	1
4	1	6	B	1
5	4	6	B	1
6	9	8	B	2
7	0	9	A	-1
8	5	9	A	1
9	1	9	B	1
10	7	9	B	-1
11	8	9	B	-1
12	2	10	A	-1
13	5	10	B	2
14	8	11	A	1
15	3	11	B	1
16	9	12	B	2
17	3	13	A	1
18	3	13	B	2
19	8	13	B	-1
20	9	13	B	1
21	0	14	A	-1
22	1	14	A	-1
23	2	15	A	-1
24	4	15	A	1
25	6	15	B	1
26	9	15	B	1
27	4	16	B	1
28	8	16	B	-1
29	5	17	A	1
30	8	17	A	1
31	2	17	B	-1
32	9	17	B	1
33	3	18	B	1
34	6	18	B	1
35	9	18	B	2
36	1	19	B	2
37	0	20	B	2
38	2	20	B	-1
39	9	20	B	1
