SSM_index	CNA_index
0	30
0	37
2	6
3	19
3	29
6	7
9	4
9	11
10	12
13	5
15	7
25	5
44	9
44	10
47	14
55	30
55	37
56	30
56	37
57	30
57	37
59	21
64	15
64	26
65	15
65	26
66	31
67	31
68	16
68	23
68	34
69	17
69	25
69	27
71	19
71	29
72	19
72	29
74	18
74	38
76	26
77	31
78	19
78	29
79	20
79	35
81	38
82	21
83	33
90	26
91	26
93	25
93	27
94	29
96	25
96	27
97	30
97	37
100	38
105	28
105	32
105	39
106	28
106	32
106	39
107	28
107	32
107	39
108	33
111	26
112	26
113	26
114	31
115	31
116	31
117	34
118	34
119	34
120	25
120	27
121	25
121	27
124	29
125	29
131	28
131	32
131	39
132	26
133	26
135	27
137	35
138	35
139	30
139	37
141	38
143	31
146	30
146	37
148	38
149	38
150	38
153	32
153	39
154	33
168	35
169	35
171	37
174	32
174	39
185	38
