SSM_index	CNA_index
1	24
2	23
3	5
4	5
5	2
5	34
6	2
6	34
7	6
7	25
7	35
8	1
8	26
8	39
9	28
9	31
9	36
10	3
10	38
11	4
12	4
13	23
14	3
14	38
15	4
17	6
29	5
33	6
34	6
35	6
36	6
45	6
48	12
48	21
49	8
49	14
49	16
49	19
49	22
50	11
51	11
61	20
62	20
63	20
64	20
65	14
65	16
65	19
65	22
72	20
73	20
74	16
74	19
74	22
84	21
86	20
97	20
98	20
99	20
100	20
113	20
114	20
118	21
119	21
149	24
152	34
153	34
154	34
155	25
155	35
156	26
156	39
157	30
158	32
163	34
164	34
165	35
166	31
166	36
167	36
168	37
177	34
178	34
179	35
180	35
181	36
182	36
183	38
188	35
189	36
