SSM_index	seg_index	subclone_ID
0	7	1
1	8	1
2	9	1
3	0	1
4	2	1
5	2	1
6	3	1
7	8	1
8	9	1
9	9	1
10	0	2
11	5	2
12	6	2
13	7	2
14	0	2
15	8	2
16	0	3
17	4	3
18	4	3
19	5	3
20	6	3
21	7	3
22	8	3
23	8	3
24	8	3
25	9	3
26	9	3
27	1	3
28	1	3
29	4	3
30	4	3
31	4	3
32	4	3
33	4	3
34	6	3
35	7	3
36	7	3
37	7	3
38	9	3
39	9	3
40	9	3
41	9	3
42	9	3
43	0	4
44	1	4
45	1	4
46	1	4
47	3	4
48	3	4
49	5	4
50	8	4
51	8	4
52	8	4
53	9	4
54	2	4
55	2	4
56	2	4
57	3	4
58	3	4
59	3	4
60	3	4
61	3	4
62	3	4
63	5	4
64	5	4
65	7	4
66	8	4
67	8	4
68	9	4
69	0	5
70	8	5
71	8	5
72	0	6
73	0	6
74	0	6
75	0	6
76	0	6
77	3	6
78	3	6
79	4	6
80	4	6
81	4	6
82	4	6
83	9	6
84	9	6
85	9	6
86	1	6
87	1	6
88	3	6
89	5	6
90	5	6
91	5	6
92	7	6
93	7	6
94	7	6
95	8	6
96	9	6
97	9	6
98	9	6
99	9	6
100	4	7
101	9	7
102	9	7
103	9	7
104	5	7
105	5	7
106	5	7
107	5	7
108	7	7
109	8	7
110	9	7
111	9	7
112	8	8
113	3	8
114	4	8
115	7	8
116	7	8
117	9	8
118	0	9
119	3	9
120	8	9
121	4	10
122	8	10
123	0	10
124	4	10
125	7	10
126	4	11
127	5	11
128	3	12
129	4	12
130	4	12
131	4	12
132	5	12
133	9	12
134	0	12
135	0	12
136	5	12
137	0	13
138	8	13
139	0	13
140	7	13
141	7	13
142	3	14
143	4	14
144	0	15
145	4	15
146	6	15
147	9	15
148	9	15
149	2	15
150	8	15
151	5	16
152	6	16
153	3	16
154	8	16
155	9	16
156	0	17
157	4	17
158	4	17
159	7	17
160	7	17
161	9	17
162	9	17
163	1	17
164	1	17
165	1	17
166	2	17
167	3	17
168	3	17
169	3	17
170	5	17
171	5	17
172	5	17
173	7	17
174	8	17
175	8	17
176	8	17
177	9	17
178	9	17
179	9	17
180	9	17
181	9	18
182	2	18
183	2	18
184	7	18
185	7	18
186	8	18
187	8	18
188	8	18
189	9	18
190	0	19
191	3	19
192	3	19
193	7	19
194	9	19
195	9	19
196	1	19
197	1	19
198	5	19
199	9	20
