CNA_index	seg_index	subclone_ID	phase	change
0	38	1	A	1
1	13	2	B	1
2	22	3	A	1
3	29	4	A	1
4	21	4	B	-1
5	4	5	B	-1
6	5	5	B	1
7	18	5	B	-1
8	23	5	B	-1
9	4	6	A	1
10	10	6	B	-1
11	39	7	A	-1
12	20	7	B	-1
13	4	8	A	4
14	30	8	A	1
15	24	8	B	-1
16	4	9	A	1
17	19	9	A	-1
18	15	9	B	-1
19	37	9	B	-1
20	38	10	B	-1
21	6	12	B	-1
22	15	13	A	1
23	36	13	A	-1
24	22	15	B	-1
25	34	15	B	1
26	35	15	B	-1
27	36	15	B	-1
28	7	16	B	-1
29	8	17	A	-1
30	27	17	B	-1
31	28	17	B	-1
32	33	17	B	-1
33	11	18	A	1
34	9	18	B	-1
35	16	19	A	-1
36	23	19	A	1
37	8	19	B	-1
38	3	20	B	-1
39	10	20	B	-1
