SSM_index	CNA_index
0	0
0	3
1	4
2	5
3	33
4	37
16	28
17	17
17	21
17	39
18	17
18	21
18	39
19	17
19	21
19	39
20	22
21	10
21	18
23	19
24	19
25	19
26	19
27	14
28	14
29	11
29	24
29	27
30	12
30	25
31	28
32	28
33	16
34	15
35	15
37	18
38	18
41	23
42	25
43	28
44	17
44	21
45	17
45	21
46	17
46	21
47	17
47	21
48	18
49	18
53	19
54	19
55	23
56	24
56	27
57	25
58	25
59	28
60	28
70	22
71	22
72	19
73	28
74	28
75	28
83	24
83	27
84	24
84	27
85	24
85	27
86	28
99	28
113	28
124	38
128	30
132	31
133	36
134	32
135	32
136	32
140	33
141	34
142	34
146	37
154	38
156	34
158	37
159	37
160	37
