SSM_index	CNA_index
0	32
1	27
1	34
1	38
6	8
10	10
10	14
10	15
10	36
11	38
12	38
14	11
15	11
16	12
17	4
17	12
18	12
19	12
24	6
25	11
26	12
31	11
32	12
33	12
37	9
38	10
38	14
38	15
38	36
39	10
39	14
39	15
39	36
40	37
41	37
42	38
43	11
44	12
45	12
47	38
51	38
52	38
57	14
57	15
57	36
58	38
61	15
61	36
62	37
65	39
66	18
66	19
66	33
67	18
67	19
67	33
68	20
69	20
73	23
73	26
74	27
74	34
75	27
75	34
76	20
78	19
78	33
82	33
83	22
83	25
83	29
84	27
84	34
85	27
85	34
86	31
86	35
91	26
92	27
93	27
94	31
95	31
104	26
106	31
107	31
113	32
123	33
124	33
125	33
126	33
129	34
130	35
144	33
156	35
159	35
160	35
162	35
173	36
174	38
189	36
192	39
