SSM_index	CNA_index
1	5
4	19
5	7
5	14
6	12
7	4
8	5
11	8
11	10
12	8
12	10
13	8
13	10
15	18
17	3
18	4
20	10
21	10
22	10
24	11
24	13
24	15
24	17
25	3
26	4
27	4
28	4
29	5
31	10
32	10
33	10
35	11
35	13
35	15
35	17
36	11
36	13
36	15
36	17
38	19
40	14
43	5
46	10
47	10
48	10
49	10
50	10
53	11
53	13
53	15
53	17
54	18
55	18
63	8
64	8
65	8
86	12
90	19
91	19
99	16
100	16
101	16
104	14
116	11
116	13
116	15
116	17
117	18
130	16
132	14
133	12
141	13
141	15
141	17
142	13
142	15
142	17
143	13
143	15
143	17
144	18
145	18
155	15
155	17
163	17
172	19
