CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	3
1	4	1	B	1
2	9	1	B	-1
3	1	2	A	1
4	11	2	A	2
5	13	2	A	-1
6	8	2	B	2
7	0	3	A	2
8	10	4	A	1
9	8	5	A	-1
10	10	5	A	1
11	19	5	A	1
12	11	6	A	1
13	11	8	A	2
14	16	8	A	1
15	11	8	B	2
16	10	9	A	1
17	14	9	A	-1
18	12	9	B	1
19	6	11	B	-1
20	18	13	A	1
21	10	13	B	-1
22	6	14	A	1
23	2	14	B	-1
24	1	15	A	1
25	7	15	A	1
26	14	15	A	-1
27	7	15	B	-1
28	4	16	A	1
29	15	16	A	-1
30	8	16	B	1
31	12	17	A	2
32	8	17	B	1
33	11	17	B	3
34	9	18	B	-1
35	11	18	B	1
36	16	18	B	-1
37	9	19	A	-1
38	10	19	A	1
39	13	20	B	-1
