CNA_index	seg_index	subclone_ID	phase	change
0	2	2	A	2
1	4	2	A	-1
2	1	3	A	-1
3	24	3	B	1
4	2	4	A	1
5	23	5	A	1
6	12	7	A	1
7	33	7	B	1
8	7	8	B	1
9	15	10	A	1
10	2	11	A	1
11	31	11	A	1
12	34	11	A	1
13	0	11	B	1
14	10	11	B	1
15	15	11	B	1
16	26	11	B	-1
17	27	11	B	1
18	30	11	B	2
19	34	11	B	1
20	0	12	A	1
21	11	12	A	1
22	16	12	A	1
23	29	12	A	1
24	12	12	B	2
25	17	12	B	1
26	27	12	B	1
27	26	13	A	1
28	39	13	B	1
29	6	14	A	-1
30	37	15	B	1
31	4	16	B	-1
32	11	17	A	1
33	6	17	B	1
34	27	17	B	1
35	35	17	B	-1
36	27	18	A	1
37	19	19	B	1
38	25	19	B	2
39	28	20	B	1
