SSM_index	CNA_index
0	26
0	34
1	32
2	29
3	25
4	33
5	17
6	22
8	2
8	10
9	31
10	31
11	31
12	15
14	33
15	9
15	21
15	23
15	36
17	17
18	17
19	30
20	31
23	29
24	25
25	26
25	34
26	17
31	39
41	18
41	27
42	15
43	29
44	26
44	34
45	26
45	34
46	14
46	20
48	17
49	18
49	27
53	16
55	29
56	33
57	26
57	34
58	14
58	20
59	17
60	17
61	33
62	21
62	23
62	36
64	17
66	18
66	27
69	29
70	29
71	29
72	25
73	26
73	34
74	26
74	34
75	21
75	23
75	36
76	17
77	17
79	18
79	27
84	35
85	35
86	32
88	37
89	28
94	29
95	25
96	33
98	22
99	27
104	39
105	29
114	39
115	29
116	25
117	33
118	23
118	36
119	27
128	39
129	29
130	26
130	34
131	34
132	34
134	36
135	36
136	36
138	30
139	30
140	27
141	27
159	31
160	31
165	39
166	39
170	34
174	33
175	34
183	37
