SSM_index	CNA_index
1	10
3	9
3	16
3	24
3	28
3	35
5	21
5	36
6	30
7	10
9	9
9	16
9	24
9	28
9	35
10	37
11	6
11	17
12	6
12	17
13	6
13	17
16	7
16	25
18	21
18	36
19	30
20	30
21	10
22	14
22	22
22	34
23	14
23	22
23	34
24	15
24	19
25	11
25	26
26	8
26	12
26	18
26	20
26	23
26	31
26	32
26	38
29	9
29	16
29	24
29	28
29	35
32	25
34	15
34	19
35	11
35	26
36	11
36	26
37	9
37	16
37	24
37	28
37	35
50	13
51	13
52	14
53	15
54	15
55	11
58	12
59	12
72	37
73	37
74	37
75	37
76	29
81	30
84	33
85	22
85	34
86	19
87	19
88	26
89	26
90	26
91	26
92	26
93	26
94	18
94	20
94	23
94	31
94	32
94	38
95	20
95	23
95	31
95	32
95	38
99	24
99	28
99	35
100	24
100	28
100	35
101	30
102	33
103	27
103	39
104	24
104	28
104	35
108	26
109	26
112	24
112	28
113	24
113	28
118	26
121	26
131	26
138	30
140	34
141	34
145	31
145	32
145	38
146	35
147	37
166	33
167	34
174	35
175	35
178	34
180	35
182	37
