CNA_index	seg_index	subclone_ID	phase	change
0	7	1	B	2
1	5	3	B	1
2	5	4	A	1
3	7	4	A	-1
4	0	5	A	1
5	0	5	B	1
6	6	5	B	-1
7	0	6	A	1
8	6	6	A	-1
9	8	6	A	-1
10	1	6	B	2
11	2	6	B	1
12	3	7	A	1
13	5	7	A	2
14	0	7	B	1
15	0	9	A	1
16	1	9	B	1
17	0	10	A	2
18	0	10	B	1
19	5	10	B	1
20	0	11	A	1
21	5	11	A	1
22	6	11	A	-1
23	2	11	B	1
24	0	12	A	1
25	5	12	A	2
26	4	13	A	-1
27	2	14	A	-1
28	8	14	B	1
29	0	15	A	1
30	4	15	B	-1
31	5	15	B	1
32	0	16	B	1
33	1	17	A	-1
34	2	18	A	-1
35	0	18	B	1
36	9	18	B	2
37	3	19	A	1
38	9	19	A	3
39	1	20	B	1
