SSM_index	seg_index	subclone_ID
0	7	1
1	12	1
2	16	1
3	18	1
4	18	1
5	3	2
6	4	2
7	7	2
8	8	2
9	9	2
10	9	2
11	9	2
12	13	2
13	14	2
14	15	2
15	18	2
16	2	2
17	7	2
18	16	2
19	16	3
20	2	4
21	3	4
22	4	4
23	5	4
24	10	4
25	11	4
26	12	4
27	12	4
28	13	4
29	15	4
30	0	4
31	1	4
32	5	4
33	6	4
34	13	4
35	18	4
36	19	4
37	5	5
38	12	5
39	13	5
40	13	5
41	19	5
42	4	5
43	12	5
44	14	5
45	1	6
46	12	6
47	0	7
48	3	7
49	4	7
50	4	7
51	7	7
52	7	7
53	12	7
54	18	7
55	12	7
56	13	7
57	0	8
58	5	8
59	6	8
60	7	8
61	7	8
62	7	8
63	7	8
64	11	8
65	14	8
66	17	8
67	18	8
68	1	8
69	2	8
70	6	8
71	6	8
72	7	8
73	7	8
74	7	8
75	12	8
76	12	8
77	12	8
78	16	8
79	16	8
80	4	9
81	4	9
82	1	10
83	3	10
84	5	10
85	11	10
86	14	10
87	14	10
88	17	10
89	18	10
90	3	10
91	7	10
92	11	10
93	16	10
94	0	11
95	3	11
96	4	11
97	4	11
98	7	11
99	7	11
100	8	11
101	11	11
102	13	11
103	16	11
104	17	11
105	18	11
106	6	11
107	7	11
108	8	11
109	15	11
110	16	11
111	5	12
112	7	12
113	16	12
114	10	12
115	0	13
116	0	13
117	1	13
118	2	13
119	3	13
120	4	13
121	4	13
122	5	13
123	5	13
124	5	13
125	6	13
126	16	13
127	17	13
128	0	13
129	2	13
130	6	13
131	7	13
132	12	13
133	12	13
134	13	13
135	15	13
136	16	13
137	19	13
138	19	13
139	19	13
140	16	14
141	16	14
142	18	14
143	19	14
144	9	14
145	5	15
146	6	15
147	16	15
148	7	15
149	13	15
150	0	16
151	3	16
152	1	17
153	1	17
154	4	17
155	5	17
156	7	17
157	7	17
158	7	17
159	15	17
160	16	17
161	16	17
162	1	17
163	4	17
164	5	17
165	7	17
166	7	17
167	7	17
168	9	17
169	10	17
170	12	17
171	18	17
172	19	17
173	4	18
174	4	18
175	5	18
176	5	18
177	5	18
178	6	18
179	7	18
180	7	18
181	8	18
182	12	18
183	16	18
184	1	18
185	1	18
186	6	18
187	9	18
188	9	18
189	11	18
190	18	18
191	18	18
192	8	19
193	10	19
194	13	19
195	13	19
196	7	19
197	16	19
198	3	20
199	7	20
