SSM_index	CNA_index
24	17
25	24
26	25
26	31
26	38
28	26
30	3
30	18
30	23
30	34
31	5
31	16
33	11
34	20
35	32
36	15
36	39
37	16
38	17
39	24
41	11
45	24
47	25
47	31
47	38
48	25
48	31
48	38
49	25
49	31
49	38
54	18
54	23
54	34
55	18
55	23
55	34
56	12
57	16
58	16
59	17
60	24
61	24
62	14
63	14
64	14
65	33
66	36
74	32
75	32
76	32
77	32
78	21
78	22
79	27
80	26
81	26
83	18
83	23
83	34
84	16
85	14
86	33
87	36
88	36
93	20
94	32
95	17
97	26
98	36
102	25
102	31
102	38
105	27
107	34
108	35
109	36
114	30
117	35
118	35
119	35
123	31
123	38
132	34
133	34
137	35
147	39
148	36
151	39
154	35
158	34
162	35
163	36
175	36
183	39
184	39
185	39
189	35
