SSM_index	CNA_index
0	11
1	3
2	3
3	3
4	3
5	12
6	12
7	13
8	13
9	13
13	7
14	7
15	7
16	4
17	4
18	8
19	8
20	8
21	14
22	5
28	0
29	0
31	1
32	2
32	6
32	9
33	10
34	10
35	3
36	12
37	13
38	7
42	1
48	10
49	12
50	8
63	31
64	36
65	27
65	29
66	33
68	20
68	34
69	21
70	21
71	17
71	24
71	28
72	17
72	24
72	28
73	31
74	18
74	32
75	18
75	32
76	19
76	38
77	19
77	38
78	20
78	34
79	25
79	35
79	37
80	36
81	36
82	27
82	29
83	27
83	29
84	24
85	24
90	27
91	27
92	27
94	22
95	22
109	28
111	28
114	34
115	34
116	36
121	38
122	34
125	38
126	38
133	34
134	34
135	35
135	37
137	36
138	36
139	36
140	36
142	33
143	33
153	39
154	39
155	39
158	38
161	37
164	39
167	38
170	37
171	37
180	39
181	39
182	37
