CNA_index	seg_index	subclone_ID	phase	change
0	16	1	A	1
1	34	1	A	-1
2	2	1	B	1
3	3	1	B	2
4	2	2	A	-1
5	4	2	A	2
6	17	2	A	-1
7	22	2	A	2
8	31	2	A	1
9	36	2	A	1
10	2	2	B	1
11	21	3	A	2
12	22	3	A	1
13	28	5	A	-1
14	32	5	A	1
15	22	5	B	-1
16	15	7	A	1
17	0	8	B	1
18	19	8	B	1
19	21	8	B	1
20	1	10	A	-1
21	7	10	A	1
22	8	10	A	1
23	33	10	A	2
24	36	10	A	1
25	12	10	B	2
26	31	10	B	-1
27	21	11	B	2
28	21	12	A	1
29	23	12	A	1
30	10	12	B	1
31	30	12	B	-1
32	29	13	B	-1
33	5	14	A	-1
34	35	15	B	-1
35	9	16	A	1
36	10	16	A	-1
37	8	18	B	1
38	18	20	B	-1
39	36	20	B	-1
