CNA_index	seg_index	subclone_ID	phase	change
0	0	1	B	1
1	2	1	B	2
2	2	2	A	1
3	3	2	B	1
4	4	2	B	-1
5	2	3	B	1
6	7	5	B	1
7	6	6	A	1
8	7	7	A	2
9	8	7	B	1
10	0	8	A	1
11	1	8	A	-1
12	1	8	B	2
13	4	8	B	-1
14	1	10	B	1
15	2	11	A	1
16	2	12	A	1
17	9	12	A	-1
18	0	12	B	1
19	4	12	B	-1
20	8	14	A	1
21	9	14	A	-1
22	0	15	A	1
23	8	15	B	2
24	0	16	A	2
25	8	16	A	1
26	7	16	B	1
27	9	16	B	1
28	2	17	A	1
29	7	17	A	1
30	1	17	B	2
31	3	17	B	1
32	2	18	A	1
33	6	18	A	1
34	1	19	A	-1
35	1	19	B	3
36	7	19	B	1
37	4	20	A	-1
38	0	20	B	1
39	8	20	B	1
