SSM_index	seg_index	subclone_ID
0	7	1
1	1	2
2	2	2
3	7	2
4	8	2
5	6	2
6	8	2
7	9	2
8	0	3
9	2	3
10	2	3
11	2	3
12	5	3
13	5	3
14	7	3
15	8	3
16	8	3
17	8	3
18	9	3
19	0	3
20	0	3
21	2	3
22	2	3
23	2	3
24	6	3
25	6	4
26	0	5
27	0	5
28	0	5
29	0	5
30	0	5
31	0	5
32	0	5
33	1	5
34	2	5
35	2	5
36	2	5
37	3	5
38	5	5
39	5	5
40	6	5
41	7	5
42	7	5
43	7	5
44	8	5
45	8	5
46	9	5
47	9	5
48	0	5
49	0	5
50	0	5
51	1	5
52	2	5
53	2	5
54	4	5
55	6	5
56	8	5
57	0	6
58	6	6
59	0	6
60	0	7
61	7	7
62	7	7
63	7	7
64	1	8
65	3	8
66	6	8
67	7	8
68	8	8
69	9	8
70	0	9
71	0	9
72	0	9
73	6	9
74	6	9
75	6	9
76	6	9
77	7	9
78	7	9
79	7	9
80	7	9
81	8	9
82	8	9
83	8	9
84	8	9
85	9	9
86	0	9
87	1	9
88	2	9
89	5	9
90	5	9
91	5	9
92	6	9
93	6	9
94	6	9
95	7	9
96	7	9
97	7	9
98	7	9
99	7	9
100	7	9
101	8	9
102	8	9
103	9	9
104	9	9
105	9	9
106	0	10
107	0	10
108	0	10
109	2	10
110	4	10
111	6	10
112	6	10
113	6	10
114	8	10
115	8	10
116	9	10
117	1	10
118	1	10
119	1	10
120	3	10
121	7	10
122	7	10
123	0	11
124	2	11
125	2	11
126	2	11
127	4	11
128	9	11
129	0	11
130	4	11
131	5	11
132	7	11
133	0	12
134	2	12
135	2	12
136	3	12
137	3	12
138	7	12
139	8	12
140	8	12
141	5	12
142	6	12
143	6	13
144	7	13
145	1	13
146	3	13
147	6	13
148	7	13
149	7	13
150	8	13
151	1	14
152	6	14
153	9	14
154	3	14
155	4	14
156	7	14
157	0	15
158	2	15
159	3	15
160	7	15
161	8	15
162	0	15
163	6	15
164	6	15
165	9	15
166	0	16
167	7	16
168	8	16
169	0	16
170	6	16
171	5	17
172	7	17
173	7	17
174	7	17
175	0	17
176	1	17
177	2	18
178	5	18
179	8	18
180	8	18
181	9	18
182	0	18
183	3	18
184	5	18
185	6	18
186	6	18
187	8	18
188	9	18
189	7	19
190	9	19
191	1	20
192	8	20
193	8	20
194	9	20
195	3	20
196	6	20
197	7	20
198	7	20
199	9	20
