CNA_index	seg_index	subclone_ID	phase	change
0	7	3	A	-1
1	8	3	A	1
2	1	3	B	-1
3	4	3	B	-1
4	2	4	A	1
5	6	4	A	1
6	6	5	A	1
7	3	5	B	-1
8	2	8	A	1
9	8	8	A	1
10	2	8	B	-1
11	4	9	A	-1
12	2	9	B	-1
13	6	10	B	3
14	1	11	B	-1
15	3	11	B	-1
16	6	11	B	3
17	8	11	B	-1
18	1	12	A	-1
19	6	12	A	1
20	2	12	B	-1
21	6	12	B	1
22	8	12	B	-1
23	9	12	B	-1
24	7	13	A	-1
25	5	15	A	1
26	2	16	B	-1
27	5	16	B	-1
28	6	16	B	1
29	3	17	A	-1
30	2	18	A	3
31	6	18	B	2
32	2	19	A	1
33	8	19	B	-1
34	1	20	A	-1
35	2	20	A	1
36	4	20	A	-1
37	8	20	A	1
38	6	20	B	1
39	7	20	B	-1
