CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	-1
1	14	1	A	2
2	13	1	B	-1
3	18	1	B	2
4	5	3	A	-1
5	10	3	A	-1
6	13	4	A	-1
7	6	4	B	-1
8	16	4	B	2
9	19	5	B	1
10	0	6	B	2
11	1	7	A	-1
12	13	8	A	-1
13	4	8	B	1
14	7	9	B	1
15	10	10	A	-1
16	3	11	A	-1
17	5	11	A	-1
18	6	11	A	1
19	1	12	B	1
20	2	12	B	3
21	6	12	B	-1
22	10	12	B	-1
23	11	12	B	1
24	14	12	B	1
25	15	13	A	2
26	18	13	A	1
27	0	13	B	1
28	2	13	B	4
29	3	13	B	1
30	5	13	B	1
31	17	14	A	1
32	12	15	B	1
33	7	16	B	1
34	6	17	A	1
35	14	17	B	1
36	19	18	A	-1
37	2	18	B	1
38	1	19	A	-1
39	11	19	B	1
