SSM_index	seg_index	subclone_ID
0	2	1
1	10	1
2	21	1
3	22	1
4	30	1
5	38	1
6	38	1
7	9	2
8	23	2
9	35	2
10	2	3
11	17	3
12	27	3
13	30	3
14	34	3
15	35	3
16	0	3
17	2	3
18	7	3
19	8	3
20	16	3
21	17	3
22	20	3
23	22	3
24	23	3
25	25	3
26	28	3
27	4	4
28	30	4
29	0	4
30	1	4
31	1	4
32	5	4
33	9	4
34	12	4
35	21	4
36	23	4
37	24	4
38	26	4
39	27	4
40	28	4
41	30	4
42	32	4
43	39	4
44	39	4
45	11	5
46	34	5
47	2	5
48	2	5
49	3	5
50	7	5
51	7	5
52	9	5
53	11	5
54	15	5
55	16	5
56	18	5
57	21	5
58	22	5
59	28	5
60	31	5
61	31	5
62	31	5
63	32	5
64	37	5
65	13	6
66	20	6
67	2	7
68	15	7
69	16	7
70	34	7
71	35	7
72	7	8
73	23	8
74	26	8
75	28	8
76	32	8
77	37	8
78	11	9
79	37	9
80	38	9
81	1	9
82	6	9
83	7	9
84	12	9
85	14	9
86	19	9
87	19	9
88	21	9
89	22	9
90	22	9
91	24	9
92	24	9
93	28	9
94	31	9
95	32	9
96	0	10
97	7	10
98	22	10
99	30	10
100	31	10
101	1	11
102	14	11
103	5	11
104	7	11
105	8	11
106	10	11
107	13	11
108	32	11
109	2	12
110	11	12
111	11	12
112	17	12
113	26	12
114	35	12
115	35	12
116	38	12
117	3	13
118	22	13
119	27	13
120	2	13
121	3	13
122	3	13
123	14	13
124	17	13
125	25	13
126	26	13
127	26	13
128	31	13
129	35	13
130	35	13
131	10	14
132	16	14
133	0	14
134	13	14
135	19	14
136	29	14
137	32	14
138	38	14
139	15	15
140	37	15
141	32	16
142	36	16
143	15	17
144	37	17
145	16	18
146	17	18
147	28	18
148	28	18
149	37	18
150	38	18
151	0	18
152	2	18
153	6	18
154	7	18
155	7	18
156	7	18
157	9	18
158	11	18
159	18	18
160	22	18
161	23	18
162	24	18
163	26	18
164	28	18
165	30	18
166	31	18
167	31	18
168	34	18
169	39	18
170	7	19
171	14	19
172	21	19
173	22	19
174	9	19
175	15	19
176	23	19
177	26	19
178	37	19
179	37	19
180	39	19
181	29	20
182	30	20
183	34	20
184	1	20
185	3	20
186	7	20
187	11	20
188	11	20
189	11	20
190	11	20
191	16	20
192	22	20
193	26	20
194	29	20
195	31	20
196	31	20
197	32	20
198	35	20
199	37	20
