CNA_index	seg_index	subclone_ID	phase	change
0	34	1	A	-1
1	12	1	B	-1
2	31	1	B	-1
3	38	2	A	-1
4	16	2	B	-1
5	38	2	B	1
6	39	3	A	-1
7	30	4	A	-1
8	6	4	B	-1
9	37	5	A	1
10	17	5	B	2
11	13	6	A	-1
12	30	6	B	1
13	14	9	A	-1
14	3	9	B	1
15	28	9	B	1
16	31	9	B	-1
17	3	10	A	-1
18	2	13	B	-1
19	9	13	B	-1
20	15	13	B	1
21	25	13	B	-1
22	37	13	B	-1
23	22	14	B	-1
24	28	14	B	1
25	35	14	B	-1
26	4	15	B	1
27	34	15	B	1
28	37	16	A	1
29	8	16	B	1
30	7	17	A	1
31	18	17	A	-1
32	11	17	B	-1
33	15	17	B	2
34	19	17	B	-1
35	27	17	B	-1
36	25	18	A	4
37	12	18	B	-1
38	38	18	B	3
39	26	19	A	2
