SSM_index	CNA_index
0	0
0	13
0	30
1	33
2	33
4	34
5	11
6	11
10	1
10	20
10	35
11	20
11	35
12	28
13	8
14	8
15	14
15	18
17	13
17	30
18	31
19	11
20	14
20	18
21	6
22	13
22	30
23	26
25	21
25	23
26	31
30	37
31	37
32	11
33	11
36	14
36	18
37	20
37	35
39	15
39	25
39	29
40	13
40	30
41	13
41	30
44	26
45	26
46	16
47	32
48	32
52	34
55	17
55	22
55	39
57	12
58	20
58	35
59	15
59	25
59	29
61	13
61	30
63	26
64	26
65	26
69	21
69	23
70	31
71	16
72	32
73	32
74	32
75	32
78	34
82	36
85	19
85	27
86	20
86	35
87	20
87	35
89	28
93	13
102	11
107	14
128	21
128	23
129	21
129	23
131	31
132	32
133	32
134	32
136	34
139	17
139	22
139	39
140	17
140	22
140	39
142	20
142	35
144	26
146	31
151	35
152	32
154	30
155	30
156	30
157	26
159	23
160	31
161	32
162	33
165	22
165	39
166	24
169	26
171	34
173	34
177	37
