SSM_index	CNA_index
3	1
23	14
23	25
25	22
26	34
27	4
28	4
29	21
29	32
30	21
30	32
31	21
31	32
32	21
32	32
33	16
33	26
34	30
36	3
36	8
36	18
36	23
36	36
38	13
39	13
40	19
41	19
42	9
42	31
43	9
43	31
44	5
44	33
45	34
46	34
47	14
47	25
48	6
48	15
48	35
49	6
49	15
49	35
50	6
50	15
50	35
51	6
51	15
51	35
54	21
54	32
55	16
55	26
56	16
56	26
57	16
57	26
58	16
58	26
59	7
59	17
59	27
59	38
61	8
61	18
61	23
61	36
63	28
63	37
64	19
65	19
66	19
67	19
68	19
69	9
69	31
70	33
77	10
80	12
88	11
104	19
105	15
106	15
110	21
111	16
112	17
113	17
118	19
119	20
122	17
127	22
136	32
137	32
138	27
138	38
178	32
179	32
182	39
190	36
