SSM_index	CNA_index
1	6
8	0
9	0
17	8
20	2
20	3
20	5
21	2
21	3
21	5
22	2
22	3
22	5
23	6
24	6
25	7
26	7
38	8
39	3
39	5
40	3
40	5
41	3
41	5
42	6
43	6
46	7
47	7
48	7
65	8
66	8
67	8
68	8
69	8
70	8
71	8
73	3
73	5
74	3
74	5
75	5
76	3
76	5
77	3
77	5
78	6
79	6
80	6
81	7
91	5
93	7
97	5
110	6
122	8
141	14
144	18
145	18
146	12
147	12
148	12
149	12
150	13
150	16
151	13
151	16
155	11
156	11
157	11
158	11
159	11
166	17
166	19
167	17
167	19
168	17
168	19
169	17
169	19
170	17
170	19
171	17
171	19
172	17
172	19
179	13
179	16
180	11
181	17
181	19
185	14
193	14
194	18
195	17
195	19
