SSM_index	CNA_index
2	32
3	4
3	23
5	17
6	27
7	1
9	9
13	26
14	27
15	27
20	10
23	17
24	26
25	26
26	22
27	22
28	27
32	32
33	32
34	11
38	39
40	8
40	16
40	24
40	29
40	35
41	21
41	36
42	21
42	36
43	25
48	30
49	17
52	31
53	31
54	26
55	26
56	27
64	10
65	10
66	6
67	12
71	26
72	26
73	27
74	11
76	30
77	30
78	31
79	22
80	27
88	30
89	30
90	17
92	26
93	26
94	26
95	27
96	38
97	11
101	18
101	33
102	19
103	19
104	15
105	15
110	27
111	32
113	23
117	30
118	17
119	17
122	26
123	27
125	38
126	32
127	32
132	18
132	33
134	15
135	23
136	20
136	37
141	17
142	22
144	26
151	27
152	27
153	27
160	25
166	26
167	26
168	22
181	24
181	29
182	29
189	38
192	37
199	39
