SSM_index	seg_index	subclone_ID
0	2	1
1	19	1
2	3	1
3	4	2
4	5	3
5	8	3
6	14	3
7	2	3
8	9	3
9	10	3
10	2	4
11	14	4
12	15	4
13	1	5
14	1	5
15	6	5
16	18	5
17	3	6
18	10	6
19	12	6
20	13	6
21	1	6
22	5	6
23	10	6
24	12	6
25	17	6
26	17	6
27	18	6
28	4	7
29	17	7
30	1	8
31	16	8
32	0	9
33	0	9
34	2	9
35	5	9
36	7	9
37	9	9
38	11	9
39	11	9
40	12	9
41	14	9
42	15	9
43	15	9
44	16	9
45	0	9
46	2	9
47	3	9
48	3	9
49	11	9
50	11	9
51	12	9
52	12	9
53	13	9
54	15	9
55	15	9
56	16	9
57	18	9
58	19	9
59	0	10
60	4	10
61	4	10
62	6	10
63	11	10
64	12	10
65	15	10
66	18	10
67	18	10
68	1	10
69	3	10
70	6	10
71	6	10
72	11	10
73	12	10
74	13	10
75	14	10
76	18	10
77	1	11
78	2	11
79	3	11
80	3	11
81	11	11
82	11	11
83	14	11
84	14	11
85	18	11
86	0	11
87	1	11
88	1	11
89	6	11
90	6	11
91	9	11
92	11	11
93	12	11
94	13	11
95	16	11
96	18	11
97	2	12
98	6	12
99	7	12
100	15	12
101	0	12
102	2	12
103	9	12
104	9	12
105	13	12
106	14	12
107	18	12
108	2	13
109	8	13
110	8	13
111	17	13
112	0	13
113	10	13
114	17	13
115	19	13
116	0	14
117	3	14
118	8	14
119	9	14
120	10	14
121	11	14
122	13	14
123	9	14
124	11	14
125	15	14
126	17	14
127	18	14
128	0	15
129	2	15
130	2	15
131	5	15
132	9	15
133	12	15
134	18	15
135	0	15
136	2	15
137	6	15
138	9	15
139	9	15
140	9	15
141	16	15
142	0	16
143	0	16
144	0	16
145	3	16
146	8	16
147	9	16
148	11	16
149	16	16
150	17	16
151	18	16
152	18	16
153	19	16
154	0	16
155	1	16
156	1	16
157	1	16
158	1	16
159	3	16
160	3	16
161	4	16
162	5	16
163	7	16
164	9	16
165	12	16
166	13	16
167	16	16
168	16	16
169	17	16
170	19	16
171	19	16
172	1	17
173	3	17
174	4	17
175	13	17
176	14	17
177	19	17
178	4	17
179	12	17
180	0	18
181	4	18
182	4	18
183	9	18
184	10	18
185	11	18
186	14	18
187	15	18
188	15	18
189	17	18
190	19	18
191	1	18
192	3	18
193	3	18
194	7	18
195	13	18
196	15	18
197	4	19
198	0	20
199	3	20
