SSM_index	CNA_index
0	8
7	1
7	11
7	18
8	1
8	11
8	18
10	3
10	7
10	9
11	0
11	5
11	10
11	16
13	13
14	13
17	19
18	14
19	14
20	12
23	3
23	7
23	9
24	15
26	14
27	12
28	8
32	11
32	18
33	11
33	18
34	11
34	18
35	11
35	18
36	15
39	13
40	13
42	14
43	14
44	2
45	14
47	11
47	18
51	14
52	12
53	8
70	5
99	12
104	17
107	11
107	18
108	11
108	18
109	11
109	18
110	11
110	18
111	18
112	18
113	18
122	15
123	15
124	15
125	16
126	16
135	14
136	14
137	14
138	14
139	14
140	14
147	12
148	12
152	14
155	18
166	14
179	17
180	17
186	18
