CNA_index	seg_index	subclone_ID	phase	change
0	4	1	A	-1
1	13	1	B	1
2	15	1	B	1
3	16	2	A	1
4	13	3	A	5
5	0	3	B	-1
6	17	3	B	1
7	19	5	A	-1
8	16	5	B	1
9	0	6	A	-1
10	1	6	A	-1
11	16	6	A	2
12	4	6	B	-1
13	16	7	A	1
14	18	7	A	-1
15	8	7	B	-1
16	9	7	B	1
17	14	9	B	1
18	1	10	B	-1
19	13	10	B	2
20	0	11	A	-1
21	16	11	A	2
22	16	11	B	1
23	17	12	A	1
24	14	12	B	1
25	1	13	B	-1
26	11	13	B	1
27	12	14	B	-1
28	14	14	B	1
29	13	15	B	1
30	5	16	A	-1
31	16	16	A	1
32	19	16	B	-1
33	13	17	B	1
34	1	18	B	-1
35	5	18	B	-1
36	12	18	B	-1
37	12	19	A	-1
38	8	20	A	-1
39	9	20	A	-1
