SSM_index	CNA_index
5	17
6	17
7	17
8	9
8	11
9	9
9	11
11	12
12	19
13	19
14	5
15	5
16	6
19	17
20	18
22	3
22	10
22	16
23	7
24	14
25	8
26	17
27	9
27	11
32	8
33	17
34	17
35	17
36	17
37	9
37	11
38	9
38	11
44	13
45	13
46	10
46	16
47	10
47	16
48	10
48	16
49	12
50	12
51	12
52	12
53	14
54	14
55	15
60	17
61	17
62	17
63	17
64	17
65	17
66	17
67	17
68	17
69	11
70	9
70	11
71	18
72	18
73	18
74	13
75	13
76	13
77	12
78	12
80	19
81	19
82	19
83	19
84	19
85	14
87	15
90	17
92	13
99	17
100	17
101	17
103	18
104	18
105	18
106	16
107	14
112	17
115	13
116	16
117	16
118	19
119	19
120	14
121	14
123	15
126	17
127	17
128	17
129	13
130	13
131	16
132	16
133	16
134	16
135	19
136	19
138	17
139	17
140	16
141	19
142	14
145	17
146	18
147	16
148	19
149	15
152	19
153	14
155	15
156	15
164	17
165	17
166	17
170	16
171	19
172	14
174	15
176	17
177	18
179	14
187	17
188	17
189	17
190	17
192	18
196	19
