CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	1
1	5	3	A	1
2	2	3	B	-1
3	3	5	A	-1
4	0	5	B	-1
5	2	6	A	1
6	3	6	B	1
7	4	8	A	2
8	6	8	B	-1
9	3	9	A	-1
10	1	9	B	-1
11	7	10	A	-1
12	0	11	A	1
13	6	11	A	-1
14	3	11	B	1
15	7	11	B	-1
16	2	12	A	1
17	0	13	A	1
18	1	13	A	-1
19	6	13	A	-1
20	8	13	A	1
21	4	14	A	1
22	5	14	A	1
23	2	14	B	-1
24	4	15	A	1
25	2	16	A	1
26	4	16	A	1
27	8	16	A	2
28	7	16	B	-1
29	4	17	A	1
30	1	17	B	-1
31	4	17	B	-1
32	8	17	B	-1
33	9	19	A	-1
34	1	19	B	-1
35	4	19	B	-1
36	0	20	A	1
37	3	20	A	-1
38	5	20	A	2
39	8	20	B	-1
