SSM_index	CNA_index
1	8
2	18
4	3
5	3
6	8
11	18
16	15
18	7
19	8
20	4
20	9
20	14
20	19
23	6
23	13
24	15
25	15
29	18
31	10
31	12
32	10
32	12
33	6
33	13
34	6
34	13
35	5
39	17
40	18
42	15
43	15
44	15
49	7
50	8
51	9
51	14
51	19
52	10
52	12
53	10
53	12
54	10
54	12
55	6
55	13
56	11
57	11
58	11
59	16
61	15
62	15
63	15
64	7
66	10
66	12
67	10
67	12
73	7
77	17
78	18
79	15
81	9
81	14
81	19
82	16
83	13
93	15
94	15
95	15
96	15
97	15
98	15
99	15
104	14
104	19
107	16
110	10
110	12
111	10
111	12
112	10
112	12
113	10
113	12
114	10
114	12
115	13
118	11
119	11
120	11
121	11
122	11
123	11
129	10
129	12
130	10
130	12
131	10
131	12
132	13
135	11
138	13
139	13
141	18
142	15
171	17
172	18
