SSM_index	seg_index	subclone_ID
0	2	1
1	5	1
2	8	1
3	9	1
4	2	1
5	2	1
6	2	1
7	4	1
8	5	1
9	5	1
10	6	1
11	7	1
12	8	1
13	8	1
14	1	2
15	2	2
16	8	2
17	2	3
18	5	3
19	7	3
20	7	3
21	9	3
22	0	3
23	5	3
24	7	3
25	7	3
26	9	3
27	9	3
28	0	4
29	1	4
30	3	4
31	8	4
32	9	4
33	9	4
34	0	4
35	2	4
36	2	4
37	4	4
38	4	4
39	5	4
40	5	4
41	5	4
42	8	4
43	6	5
44	7	5
45	9	5
46	1	5
47	3	5
48	7	5
49	6	6
50	0	6
51	0	6
52	0	6
53	4	6
54	7	6
55	7	6
56	1	7
57	1	7
58	6	7
59	8	7
60	8	7
61	9	7
62	3	7
63	4	7
64	4	7
65	5	7
66	5	7
67	5	7
68	8	7
69	2	8
70	1	8
71	2	8
72	5	8
73	5	8
74	7	8
75	8	8
76	5	9
77	6	9
78	1	9
79	1	9
80	1	9
81	4	9
82	5	9
83	7	9
84	3	10
85	6	10
86	7	10
87	5	10
88	8	10
89	8	10
90	1	11
91	6	11
92	8	11
93	0	11
94	3	11
95	3	11
96	9	11
97	9	11
98	9	12
99	7	12
100	3	13
101	9	13
102	9	14
103	0	14
104	1	14
105	4	14
106	5	14
107	7	14
108	9	14
109	1	15
110	1	15
111	5	15
112	5	15
113	5	16
114	5	16
115	1	16
116	9	16
117	1	17
118	4	17
119	5	17
120	5	18
121	5	18
122	5	18
123	6	18
124	1	18
125	7	18
126	1	19
127	1	19
128	4	19
129	4	19
130	5	19
131	6	19
132	6	19
133	8	19
134	8	19
135	8	19
136	8	19
137	8	19
138	2	19
139	3	19
140	4	19
141	4	19
142	5	19
143	5	19
144	5	19
145	7	19
146	7	19
147	8	19
148	1	20
149	4	20
150	4	20
151	5	20
152	5	20
153	5	20
154	5	20
155	5	20
156	5	20
157	6	20
158	6	20
159	6	20
160	6	20
161	6	20
162	9	20
163	9	20
164	9	20
165	9	20
166	1	20
167	1	20
168	1	20
169	2	20
170	2	20
171	3	20
172	3	20
173	4	20
174	4	20
175	4	20
176	4	20
177	4	20
178	4	20
179	5	20
180	5	20
181	5	20
182	5	20
183	5	20
184	5	20
185	7	20
186	7	20
187	8	20
188	8	20
189	8	20
190	8	20
191	8	20
192	8	20
193	8	20
194	9	20
195	9	20
196	9	20
197	9	20
198	9	20
199	9	20
