CNA_index	seg_index	subclone_ID	phase	change
0	16	2	A	3
1	1	3	A	1
2	19	3	A	1
3	24	3	A	1
4	11	3	B	-1
5	13	3	B	1
6	1	5	A	1
7	36	5	A	1
8	15	5	B	1
9	4	6	A	1
10	12	6	A	1
11	27	6	B	1
12	25	7	A	1
13	23	7	B	-1
14	2	9	A	1
15	15	9	A	-1
16	10	10	A	1
17	14	10	A	1
18	30	10	A	1
19	31	10	B	1
20	17	11	A	2
21	30	12	A	1
22	25	12	B	1
23	24	13	A	1
24	9	13	B	-1
25	30	13	B	2
26	21	14	B	1
27	1	15	B	-1
28	18	16	A	1
29	22	16	A	-1
30	8	17	A	1
31	25	17	A	2
32	26	17	A	2
33	22	17	B	-1
34	1	18	A	1
35	13	18	A	1
36	21	18	A	-1
37	15	20	A	-1
38	22	20	A	-1
39	38	20	A	4
