SSM_index	CNA_index
1	0
9	4
9	28
10	4
10	28
11	5
11	16
11	22
11	29
11	35
13	10
13	20
13	26
14	6
14	15
15	21
15	34
16	5
16	22
16	29
16	35
17	22
17	29
17	35
19	24
20	30
21	31
22	7
22	37
23	11
23	27
24	11
24	27
25	9
25	38
26	25
26	32
27	39
28	39
29	28
30	22
30	29
30	35
34	23
35	8
36	24
37	30
38	11
38	27
39	28
40	28
41	28
42	21
43	21
44	22
44	29
45	22
45	29
46	22
46	29
47	22
47	29
48	22
48	29
49	23
50	8
51	24
52	24
53	24
54	30
55	31
56	31
57	31
58	11
58	27
59	11
59	27
60	11
60	27
61	11
61	27
62	11
62	27
63	9
64	25
64	32
67	21
68	22
68	29
70	24
71	24
79	10
79	26
98	16
99	16
100	16
101	16
102	16
107	16
112	28
113	28
114	28
115	22
115	29
116	22
116	29
117	23
119	24
120	24
122	30
123	26
124	26
125	26
126	28
127	27
128	28
129	28
130	28
131	28
132	28
136	31
137	31
138	27
139	27
141	32
145	29
146	29
147	29
148	29
149	29
152	30
153	30
155	31
156	31
157	32
158	32
159	32
171	32
177	29
181	29
182	29
191	35
