CNA_index	seg_index	subclone_ID	phase	change
0	19	1	B	2
1	2	2	A	1
2	7	2	B	1
3	7	3	A	1
4	3	3	B	-1
5	12	4	A	1
6	1	5	A	1
7	5	6	A	1
8	6	6	A	1
9	9	6	A	1
10	10	6	A	2
11	16	6	A	1
12	11	7	A	1
13	11	8	A	1
14	15	8	A	1
15	5	9	A	2
16	12	9	A	1
17	14	9	A	1
18	1	10	A	1
19	5	10	A	1
20	0	10	B	1
21	0	12	B	1
22	4	13	A	-1
23	16	13	A	1
24	12	14	A	1
25	14	14	A	2
26	15	15	B	-1
27	12	17	A	1
28	2	18	A	1
29	4	18	A	-1
30	7	18	A	1
31	11	18	A	1
32	13	18	B	-1
33	3	19	A	1
34	10	19	A	1
35	14	19	A	1
36	2	20	A	1
37	7	20	A	1
38	12	20	A	1
39	6	20	B	2
