CNA_index	seg_index	subclone_ID	phase	change
0	5	1	A	2
1	5	1	B	1
2	4	2	A	2
3	0	2	B	-1
4	1	2	B	1
5	5	2	B	1
6	2	3	A	-1
7	3	3	A	-1
8	1	4	A	-1
9	5	4	A	1
10	8	4	B	1
11	5	5	A	1
12	8	5	A	1
13	4	5	B	1
14	5	5	B	1
15	9	5	B	1
16	1	6	A	-1
17	6	6	A	1
18	9	6	A	1
19	2	7	A	-1
20	5	7	A	1
21	6	8	B	1
22	5	9	B	1
23	8	9	B	1
24	5	11	A	1
25	7	12	B	-1
26	3	13	A	-1
27	4	13	B	1
28	5	13	B	1
29	7	14	A	1
30	9	14	A	1
31	0	14	B	-1
32	4	15	A	2
33	5	15	A	1
34	5	16	A	1
35	4	18	A	1
36	0	18	B	-1
37	2	18	B	1
38	9	18	B	1
39	1	20	A	-1
