CNA_index	seg_index	subclone_ID	phase	change
0	3	2	A	1
1	5	2	B	1
2	5	3	B	1
3	0	4	A	1
4	5	4	A	-1
5	6	4	A	1
6	4	4	B	-1
7	5	4	B	1
8	6	4	B	1
9	7	4	B	-1
10	5	5	B	1
11	6	6	A	1
12	8	6	A	2
13	0	8	A	1
14	3	8	A	1
15	1	8	B	-1
16	2	9	A	1
17	6	9	A	1
18	0	10	A	1
19	1	10	A	1
20	9	10	A	1
21	8	10	B	1
22	5	11	A	-1
23	7	11	B	-1
24	9	12	A	1
25	4	13	B	-1
26	7	14	A	-1
27	5	14	B	1
28	1	15	A	1
29	4	15	B	-1
30	0	16	A	1
31	7	16	A	-1
32	0	16	B	1
33	0	17	A	2
34	4	17	A	-1
35	5	17	A	-1
36	1	17	B	-1
37	1	19	A	1
38	0	19	B	1
39	3	20	A	2
