CNA_index	seg_index	subclone_ID	phase	change
0	4	2	B	1
1	0	3	A	1
2	9	3	A	-1
3	2	4	A	-1
4	4	4	A	1
5	5	4	A	-1
6	6	4	A	1
7	5	4	B	-1
8	4	5	A	1
9	3	6	A	-1
10	0	7	A	1
11	4	8	A	1
12	0	8	B	-1
13	1	9	A	2
14	5	9	A	-1
15	6	9	A	2
16	8	9	A	3
17	6	10	A	1
18	6	11	A	2
19	5	11	B	-1
20	3	12	A	-1
21	4	12	A	1
22	5	12	A	-1
23	6	12	A	1
24	5	14	A	-1
25	8	14	A	1
26	2	15	A	-1
27	7	15	A	-1
28	5	15	B	-1
29	0	17	A	1
30	6	17	A	1
31	0	18	A	1
32	4	18	A	2
33	6	18	B	-1
34	3	19	A	-1
35	3	20	A	-1
36	4	20	A	1
37	8	20	A	1
38	2	20	B	-1
39	5	20	B	-1
