CNA_index	seg_index	subclone_ID	phase	change
0	15	1	A	1
1	19	1	A	1
2	12	1	B	-1
3	13	1	B	-1
4	19	1	B	1
5	2	3	A	-1
6	1	3	B	-1
7	10	4	A	1
8	0	4	B	-1
9	6	4	B	1
10	16	4	B	-1
11	7	5	A	-1
12	17	5	A	1
13	11	6	B	1
14	12	6	B	-1
15	12	7	A	2
16	11	7	B	1
17	10	8	B	1
18	9	10	B	1
19	17	11	A	1
20	0	12	A	-1
21	7	12	A	-1
22	11	12	B	1
23	14	13	A	-1
24	12	13	B	-1
25	19	14	A	2
26	1	14	B	-1
27	11	14	B	1
28	12	16	B	-1
29	15	16	B	2
30	0	17	A	-1
31	12	17	A	1
32	0	17	B	-1
33	6	18	A	-1
34	8	18	B	2
35	14	18	B	2
36	15	20	A	2
37	6	20	B	3
38	10	20	B	1
39	13	20	B	-1
