CNA_index	seg_index	subclone_ID	phase	change
0	4	1	B	1
1	8	1	B	1
2	10	1	B	-1
3	13	2	A	1
4	8	2	B	1
5	7	3	A	2
6	9	3	A	5
7	15	3	B	2
8	17	3	B	1
9	19	3	B	1
10	8	4	A	1
11	12	4	A	1
12	5	4	B	1
13	9	5	A	2
14	1	5	B	1
15	0	6	A	1
16	7	6	A	1
17	0	7	A	2
18	0	8	B	1
19	0	10	A	1
20	15	10	A	1
21	13	10	B	2
22	12	11	A	1
23	17	11	A	1
24	12	11	B	1
25	19	11	B	1
26	2	12	B	1
27	3	12	B	1
28	6	12	B	-1
29	9	12	B	2
30	12	12	B	2
31	13	13	A	3
32	2	13	B	2
33	17	14	B	1
34	7	15	A	1
35	3	19	B	1
36	9	19	B	1
37	13	19	B	1
38	7	20	A	1
39	19	20	B	1
