CNA_index	seg_index	subclone_ID	phase	change
0	32	3	B	-1
1	27	4	A	1
2	32	5	A	3
3	23	5	B	1
4	28	5	B	1
5	37	5	B	1
6	38	5	B	2
7	28	6	A	-1
8	26	6	B	2
9	31	8	A	1
10	6	8	B	1
11	30	9	A	1
12	11	10	A	2
13	31	10	A	1
14	33	10	A	1
15	39	10	B	1
16	24	11	B	-1
17	36	11	B	1
18	3	12	A	1
19	38	12	A	-1
20	19	12	B	2
21	2	13	A	-1
22	28	13	A	-1
23	29	13	B	-1
24	3	14	B	1
25	11	14	B	1
26	15	14	B	-1
27	18	14	B	-1
28	8	15	B	1
29	10	15	B	1
30	12	15	B	1
31	8	16	B	1
32	16	16	B	-1
33	1	17	A	1
34	30	17	A	1
35	28	18	A	-1
36	14	19	A	1
37	16	19	A	-1
38	17	20	A	1
39	38	20	A	-1
