SSM_index	seg_index	subclone_ID
0	9	1
1	9	1
2	0	2
3	2	2
4	3	2
5	5	2
6	6	2
7	6	2
8	1	2
9	1	2
10	1	2
11	1	2
12	1	2
13	1	2
14	1	2
15	1	2
16	1	2
17	3	2
18	4	2
19	4	2
20	6	2
21	6	2
22	0	3
23	1	3
24	8	3
25	1	3
26	5	3
27	5	3
28	6	3
29	6	3
30	6	3
31	6	3
32	6	3
33	7	3
34	8	3
35	8	3
36	9	3
37	9	3
38	6	4
39	0	5
40	9	5
41	9	5
42	1	5
43	1	5
44	1	5
45	2	5
46	2	5
47	3	5
48	4	5
49	7	5
50	8	5
51	8	5
52	8	5
53	9	5
54	9	5
55	1	6
56	1	6
57	2	6
58	3	6
59	3	6
60	3	6
61	4	6
62	5	6
63	5	6
64	2	6
65	2	6
66	2	6
67	2	6
68	2	6
69	3	6
70	4	6
71	4	6
72	4	6
73	4	6
74	4	6
75	7	6
76	8	6
77	8	6
78	8	6
79	8	6
80	9	7
81	7	7
82	1	8
83	3	8
84	5	8
85	5	8
86	9	8
87	9	8
88	2	8
89	3	8
90	3	8
91	3	8
92	4	8
93	4	8
94	4	8
95	8	8
96	8	8
97	8	8
98	8	8
99	2	9
100	2	9
101	2	9
102	2	9
103	2	9
104	9	9
105	2	9
106	8	9
107	0	10
108	0	10
109	0	10
110	3	10
111	8	10
112	8	10
113	9	10
114	1	10
115	1	10
116	1	10
117	1	10
118	2	10
119	2	10
120	4	10
121	4	10
122	4	10
123	6	10
124	6	10
125	6	10
126	6	10
127	6	10
128	7	10
129	8	10
130	8	10
131	9	10
132	9	10
133	9	10
134	9	10
135	9	10
136	9	10
137	4	11
138	1	11
139	1	11
140	3	11
141	4	11
142	4	11
143	4	11
144	6	11
145	7	11
146	9	11
147	9	11
148	1	12
149	3	12
150	4	12
151	9	12
152	1	12
153	1	12
154	2	12
155	4	12
156	6	12
157	8	12
158	8	12
159	9	12
160	9	12
161	1	13
162	9	14
163	2	14
164	5	14
165	9	14
166	9	14
167	9	14
168	4	15
169	6	15
170	8	15
171	3	15
172	6	15
173	0	16
174	1	16
175	5	16
176	8	16
177	4	17
178	3	18
179	8	18
180	9	18
181	9	18
182	4	18
183	4	18
184	6	18
185	3	19
186	8	19
187	2	19
188	4	19
189	8	19
190	2	20
191	6	20
192	2	20
193	6	20
194	6	20
195	6	20
196	6	20
197	6	20
198	8	20
199	8	20
