CNA_index	seg_index	subclone_ID	phase	change
0	2	1	B	1
1	7	2	A	1
2	13	2	B	1
3	6	3	A	-1
4	7	3	A	3
5	12	3	A	-1
6	0	4	A	-1
7	4	4	A	2
8	5	4	A	2
9	19	4	B	1
10	1	5	B	1
11	4	5	B	-1
12	8	6	A	-1
13	7	6	B	-1
14	3	7	A	-1
15	17	7	B	-1
16	5	8	A	1
17	2	8	B	2
18	4	8	B	-1
19	2	9	A	-1
20	7	9	A	2
21	6	9	B	-1
22	11	9	B	-1
23	0	11	A	-1
24	6	11	A	-1
25	9	11	A	-1
26	15	12	A	-1
27	19	12	B	1
28	8	13	A	-1
29	8	13	B	-1
30	14	14	B	-1
31	4	15	A	1
32	3	16	A	-1
33	0	17	A	-1
34	9	17	A	-1
35	16	17	A	-1
36	19	17	A	1
37	8	19	A	-1
38	17	19	A	1
39	6	19	B	-1
