SSM_index	CNA_index
0	0
0	5
0	16
0	32
1	14
1	25
2	9
2	13
2	20
2	27
3	33
4	33
5	18
5	21
5	24
5	30
5	37
6	12
6	34
7	15
7	39
8	4
8	29
9	16
9	32
10	9
10	13
10	20
10	27
11	21
11	24
11	30
11	37
13	21
13	24
13	30
13	37
14	34
15	34
17	23
18	23
19	25
20	39
24	15
37	17
38	17
48	32
49	33
50	33
52	24
52	30
52	37
53	24
53	30
53	37
54	38
55	34
56	23
57	25
58	25
59	25
60	25
61	25
62	25
63	39
64	39
65	29
66	33
67	30
67	37
71	32
72	27
73	27
74	33
75	33
81	30
81	37
82	30
82	37
83	30
83	37
84	30
84	37
85	30
85	37
86	38
87	38
95	28
96	28
97	28
98	28
99	31
100	31
101	31
102	31
103	34
104	34
105	34
115	39
116	29
117	29
118	29
120	32
121	33
123	37
124	30
124	37
125	38
126	38
132	37
134	39
167	37
